,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf,created_at,favourites_count,retweet_count,retweeted,dog_stage
43,883360690899218434,,,2017-07-07 16:22:55,http://twitter.com/download,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,chow,0.00709872,chow,0.00214033,2017-07-07 16:22:55,130386,3763,False,floofer
44,883117836046086144,,,2017-07-07 00:17:54,http://twitter.com/download,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden retriever,0.949562,golden retriever,0.045947900000000014,golden retriever,0.00247094,2017-07-07 00:17:54,130386,6809,False,
46,882762694511734784,,,2017-07-06 00:46:41,http://twitter.com/download,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,labrador retriever,0.85005,labrador retriever,0.074257,labrador retriever,0.015579399999999997,2017-07-06 00:46:41,130386,5021,False,pupper
47,882627270321602560,,,2017-07-05 15:48:34,http://twitter.com/download,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,pembroke,0.542982,pembroke,0.251988,pembroke,0.107699,2017-07-05 15:48:34,130386,6213,False,
48,882268110199369728,,,2017-07-04 16:01:23,http://twitter.com/download,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden retriever,0.762211,golden retriever,0.0989849,golden retriever,0.0171995,2017-07-04 16:01:23,130386,11838,False,
51,881666595344535552,,,2017-07-03 00:11:11,http://twitter.com/download,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,saluki,0.529012,saluki,0.25000300000000003,saluki,0.16073900000000002,2017-07-03 00:11:11,130386,10917,False,
56,880872448815771648,,,2017-06-30 19:35:32,http://twitter.com/download,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,pembroke,0.791416,pembroke,0.0613929,pembroke,0.0337257,2017-06-30 19:35:32,130386,3912,False,
57,880465832366813184,,,2017-06-29 16:39:47,http://twitter.com/download,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden retriever,0.913255,golden retriever,0.0263286,golden retriever,0.00937082,2017-06-29 16:39:47,130386,6417,False,
59,880095782870896641,,,2017-06-28 16:09:20,http://twitter.com/download,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature pinscher,0.120298,miniature pinscher,0.106395,miniature pinscher,0.106073,2017-06-28 16:09:20,130386,4449,False,
60,879862464715927552,,,2017-06-28 00:42:13,http://twitter.com/download,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,basset,0.146654,basset,0.00948502,2017-06-28 00:42:13,130386,3574,False,
63,879415818425184262,,,2017-06-26 19:07:24,http://twitter.com/download,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,english springer,0.383404,english springer,0.134967,english springer,0.110481,2017-06-26 19:07:24,130386,45134,False,
66,879008229531029506,,,2017-06-25 16:07:47,http://twitter.com/download,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,vizsla,0.00943065,vizsla,0.0087113,2017-06-25 16:07:47,130386,2748,False,
67,878776093423087618,,,2017-06-25 00:45:22,http://twitter.com/download,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,italian greyhound,0.734684,italian greyhound,0.15048699999999998,italian greyhound,0.0397246,2017-06-25 00:45:22,130386,4225,False,puppo
69,878281511006478336,,,2017-06-23 16:00:04,http://twitter.com/download,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,basset,0.215975,basset,0.12850699999999998,2017-06-23 16:00:04,130386,1325,False,
70,878057613040115712,,,2017-06-23 01:10:23,http://twitter.com/download,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,french bulldog,0.839097,french bulldog,0.07879939999999999,french bulldog,0.0152434,2017-06-23 01:10:23,130386,7025,False,
71,877736472329191424,,,2017-06-22 03:54:17,http://twitter.com/download,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,chesapeake bay retriever,0.8379559999999999,chesapeake bay retriever,0.0620342,chesapeake bay retriever,0.0405991,2017-06-22 03:54:17,130386,19672,False,
73,877316821321428993,,,2017-06-21 00:06:44,http://twitter.com/download,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,saluki,0.5099670000000001,saluki,0.0904973,saluki,0.0794058,2017-06-21 00:06:44,130386,5316,False,
74,877201837425926144,,,2017-06-20 16:29:50,http://twitter.com/download,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,pembroke,0.93112,pembroke,0.0686982,pembroke,8.17379e-05,2017-06-20 16:29:50,130386,5739,False,
75,876838120628539392,,,2017-06-19 16:24:33,http://twitter.com/download,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,bloodhound,0.575751,bloodhound,0.24097,bloodhound,0.08893480000000001,2017-06-19 16:24:33,130386,3450,False,pupper
77,876484053909872640,,,2017-06-18 16:57:37,http://twitter.com/download,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,golden retriever,0.874566,golden retriever,0.0373542,golden retriever,0.016723599999999998,2017-06-18 16:57:37,130386,2467,False,
78,876120275196170240,,,2017-06-17 16:52:05,http://twitter.com/download,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,bernese mountain dog,0.534327,bernese mountain dog,0.346312,bernese mountain dog,0.0949327,2017-06-17 16:52:05,130386,4809,False,
79,875747767867523072,,,2017-06-16 16:11:53,http://twitter.com/download,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,labrador retriever,0.799551,labrador retriever,0.179975,labrador retriever,0.0046176,2017-06-16 16:11:53,130386,4408,False,
82,875021211251597312,,,2017-06-14 16:04:48,http://twitter.com/download,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,west highland white terrier,0.7143189999999999,west highland white terrier,0.0919133,west highland white terrier,0.0460382,2017-06-14 16:04:48,130386,4822,False,
83,874680097055178752,,,2017-06-13 17:29:20,http://twitter.com/download,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,labrador retriever,0.836052,labrador retriever,0.0470691,labrador retriever,0.0360071,2017-06-13 17:29:20,130386,4765,False,
84,874296783580663808,,,2017-06-12 16:06:11,http://twitter.com/download,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,cocker spaniel,0.437216,cocker spaniel,0.277191,cocker spaniel,0.157402,2017-06-12 16:06:11,130386,4232,False,pupper
